ev_id,station_id,arrival_time,departure_deadline,battery_capacity_kWh,initial_soc,target_soc,max_charging_power_kW,energy_required_kWh,minimum_charging_time_h,flexibility_buffer_h,scenario
EV_2f3075c9,ST014,2025-04-01 17:45:48,2025-04-02 03:52:31,34.08,50.06,89.03,50,13.28,0.27,9.85,NORMAL_EVENING
EV_b192c560,ST011,2025-04-01 17:47:24,2025-04-02 05:40:30,38.56,37.27,86.74,11,19.07,1.73,10.15,NORMAL_EVENING
EV_0ce29e90,ST015,2025-04-01 17:47:30,2025-04-02 07:37:35,71.78,27.92,88.81,11,43.71,3.97,9.86,NORMAL_EVENING
EV_0787bb57,ST006,2025-04-01 17:48:55,2025-04-02 11:15:59,58.77,14.02,94.34,7,47.21,6.74,10.71,NORMAL_EVENING
EV_c19b88cb,ST016,2025-04-01 17:48:57,2025-04-02 11:22:58,51.43,15.86,95.68,7,41.05,5.86,11.7,NORMAL_EVENING
EV_89d230d5,ST013,2025-04-01 17:49:14,2025-04-02 03:09:24,60.7,34.29,91.46,50,34.7,0.69,8.64,NORMAL_EVENING
EV_7839f172,ST007,2025-04-01 17:49:19,2025-04-02 07:22:20,34.65,10.95,96.49,11,29.64,2.69,10.86,NORMAL_EVENING
EV_98755b7e,ST014,2025-04-01 17:49:33,2025-04-02 05:36:01,38.38,34.95,80.07,7,17.32,2.47,9.3,NORMAL_EVENING
EV_b9c3390a,ST018,2025-04-01 17:49:49,2025-04-02 06:16:19,30.62,53.63,95.41,11,12.79,1.16,11.28,NORMAL_EVENING
EV_76f51553,ST004,2025-04-01 17:50:06,2025-04-02 07:15:46,41.28,30.54,80.46,7,20.6,2.94,10.48,NORMAL_EVENING
EV_5a8d4ee8,ST014,2025-04-01 17:50:57,2025-04-02 06:24:30,89.92,43.35,94.33,22,45.84,2.08,10.48,NORMAL_EVENING
EV_868c112a,ST002,2025-04-01 17:51:23,2025-04-02 06:27:51,44.13,43.79,92.13,11,21.34,1.94,10.67,NORMAL_EVENING
EV_41de4907,ST007,2025-04-01 17:51:26,2025-04-02 07:59:59,44.36,10.91,93.15,7,36.48,5.21,8.93,NORMAL_EVENING
EV_858cee42,ST002,2025-04-01 17:51:27,2025-04-02 08:04:23,56.59,47.17,83.21,7,20.39,2.91,11.3,NORMAL_EVENING
EV_20389aa5,ST003,2025-04-01 17:52:58,2025-04-02 07:48:05,83.59,25.41,96.3,22,59.26,2.69,11.23,NORMAL_EVENING
EV_88afd559,ST002,2025-04-01 17:53:19,2025-04-02 04:57:24,64.4,10.1,95.26,22,54.83,2.49,8.58,NORMAL_EVENING
EV_87a15ef5,ST019,2025-04-01 17:53:25,2025-04-02 05:53:51,36.96,58.89,86.97,7,10.38,1.48,10.52,NORMAL_EVENING
EV_8b974672,ST012,2025-04-01 17:53:53,2025-04-02 08:59:00,62.38,35.22,96.26,11,38.08,3.46,11.62,NORMAL_EVENING
EV_b55fd2b5,ST019,2025-04-01 17:54:18,2025-04-02 09:58:56,64.35,20.98,86.92,7,42.44,6.06,10.01,NORMAL_EVENING
EV_f9ef4f97,ST004,2025-04-01 17:55:14,2025-04-02 07:40:19,82.78,55.7,85.89,7,24.99,3.57,10.18,NORMAL_EVENING
EV_4ce2b23c,ST012,2025-04-01 17:55:37,2025-04-02 08:22:30,58.42,52.36,98.6,7,27.02,3.86,10.59,NORMAL_EVENING
EV_e511a841,ST018,2025-04-01 17:55:43,2025-04-02 08:08:02,68.4,52.32,96.95,11,30.53,2.78,11.43,NORMAL_EVENING
EV_470fb9a5,ST018,2025-04-01 17:56:16,2025-04-02 09:38:31,88.37,55.91,91.47,7,31.42,4.49,11.22,NORMAL_EVENING
EV_5d58dde3,ST005,2025-04-01 17:56:21,2025-04-02 04:55:46,53.61,46.71,81.57,7,18.69,2.67,8.32,NORMAL_EVENING
EV_e79b72ab,ST020,2025-04-01 17:56:29,2025-04-02 04:26:03,62.59,10.71,95.8,22,53.25,2.42,8.07,NORMAL_EVENING
EV_24ab2093,ST014,2025-04-01 17:57:28,2025-04-02 09:27:20,64.1,45.85,98.57,7,33.8,4.83,10.67,NORMAL_EVENING
EV_7536579f,ST009,2025-04-01 17:57:45,2025-04-02 07:38:52,64.25,33.35,89.01,11,35.76,3.25,10.43,NORMAL_EVENING
EV_ba2227c8,ST006,2025-04-01 17:57:50,2025-04-02 05:17:45,73.37,25.08,93.31,22,50.06,2.28,9.06,NORMAL_EVENING
EV_3f02afb4,ST006,2025-04-01 17:57:50,2025-04-02 07:18:56,81.42,10.82,81.22,11,57.32,5.21,8.14,NORMAL_EVENING
EV_6ccecf33,ST015,2025-04-01 17:59:51,2025-04-02 06:43:43,43.66,37.33,83.54,22,20.18,0.92,11.81,NORMAL_EVENING
EV_237512ee,ST005,2025-04-01 18:00:24,2025-04-02 07:29:10,50.02,43.92,86.93,7,21.51,3.07,10.41,NORMAL_EVENING
EV_0413f639,ST014,2025-04-01 18:00:30,2025-04-02 12:26:16,80.21,14.82,80.52,7,52.69,7.53,10.9,NORMAL_EVENING
EV_2bafeb4c,ST011,2025-04-01 18:01:14,2025-04-02 05:29:02,54.98,25.95,89.97,22,35.2,1.6,9.86,NORMAL_EVENING
EV_0a92be26,ST012,2025-04-01 18:01:16,2025-04-02 03:58:51,91.77,57.22,97.46,22,36.93,1.68,8.28,NORMAL_EVENING
EV_689df87b,ST002,2025-04-01 18:01:52,2025-04-02 10:33:26,70.91,12.3,89.28,7,54.58,7.8,8.73,NORMAL_EVENING
EV_26cf920e,ST014,2025-04-01 18:02:24,2025-04-02 03:18:22,37.56,47.62,84.89,22,14.0,0.64,8.63,NORMAL_EVENING
EV_19285dc3,ST007,2025-04-01 18:03:46,2025-04-02 08:22:31,84.61,17.17,98.99,11,69.23,6.29,8.02,NORMAL_EVENING
EV_b076dcdc,ST002,2025-04-01 18:03:51,2025-04-02 09:01:50,76.55,44.49,80.35,7,27.45,3.92,11.04,NORMAL_EVENING
EV_5325a262,ST012,2025-04-01 18:04:42,2025-04-02 13:28:10,94.01,22.63,90.76,7,64.05,9.15,10.24,NORMAL_EVENING
EV_6f916089,ST015,2025-04-01 18:04:44,2025-04-02 08:06:29,58.07,49.76,92.82,7,25.0,3.57,10.46,NORMAL_EVENING
EV_7d32e17c,ST009,2025-04-01 18:04:53,2025-04-02 02:52:22,86.74,45.73,87.37,50,36.12,0.72,8.07,NORMAL_EVENING
EV_74905e4b,ST008,2025-04-01 18:05:22,2025-04-02 05:08:40,56.16,38.76,96.02,11,32.15,2.92,8.13,NORMAL_EVENING
EV_2d394686,ST006,2025-04-01 18:06:10,2025-04-02 06:13:51,82.99,56.22,88.91,11,27.13,2.47,9.66,NORMAL_EVENING
EV_01577b96,ST020,2025-04-01 18:06:27,2025-04-02 09:03:20,39.81,13.82,87.49,7,29.32,4.19,10.76,NORMAL_EVENING
EV_1bf82ce8,ST009,2025-04-01 18:07:06,2025-04-02 06:02:34,55.18,40.45,88.39,7,26.45,3.78,8.15,NORMAL_EVENING
EV_979c5fe7,ST008,2025-04-01 18:07:34,2025-04-02 10:43:37,95.1,24.96,86.25,7,58.29,8.33,8.27,NORMAL_EVENING
EV_d10723af,ST012,2025-04-01 18:07:43,2025-04-02 10:50:10,75.0,24.19,90.81,7,49.97,7.14,9.57,NORMAL_EVENING
EV_6cedf510,ST010,2025-04-01 18:08:05,2025-04-02 06:49:46,50.15,25.54,87.43,22,31.03,1.41,11.28,NORMAL_EVENING
EV_495125f2,ST015,2025-04-01 18:08:44,2025-04-02 06:52:52,69.76,25.18,98.49,22,51.14,2.32,10.41,NORMAL_EVENING
EV_321c8031,ST014,2025-04-01 18:09:08,2025-04-02 13:41:42,79.71,18.89,95.44,7,61.02,8.72,10.83,NORMAL_EVENING
EV_97ae5ac8,ST008,2025-04-01 18:09:32,2025-04-02 12:14:52,77.03,13.65,87.66,7,57.0,8.14,9.95,NORMAL_EVENING
EV_6f575556,ST016,2025-04-01 18:09:37,2025-04-02 08:29:10,48.93,40.34,92.61,7,25.58,3.65,10.67,NORMAL_EVENING
EV_ed9d635a,ST002,2025-04-01 18:09:41,2025-04-02 08:23:28,52.16,33.39,80.5,7,24.57,3.51,10.72,NORMAL_EVENING
EV_41c4830e,ST009,2025-04-01 18:09:47,2025-04-02 05:34:18,31.48,34.07,96.41,7,19.62,2.8,8.61,NORMAL_EVENING
EV_9092d87b,ST018,2025-04-01 18:10:18,2025-04-02 10:18:07,73.16,41.54,90.28,7,35.65,5.09,11.04,NORMAL_EVENING
EV_ce2a060c,ST004,2025-04-01 18:11:02,2025-04-02 07:06:44,44.59,28.28,87.24,22,26.29,1.2,11.73,NORMAL_EVENING
EV_ecbc6fd2,ST001,2025-04-01 18:11:06,2025-04-02 06:33:26,53.93,16.37,85.65,11,37.36,3.4,8.98,NORMAL_EVENING
EV_a8b8bcc2,ST001,2025-04-01 18:11:14,2025-04-02 04:38:59,72.35,30.47,99.08,50,49.64,0.99,9.47,NORMAL_EVENING
EV_38946d28,ST014,2025-04-01 18:12:31,2025-04-02 05:07:10,46.76,32.42,91.74,50,27.74,0.55,10.36,NORMAL_EVENING
EV_77314b1f,ST003,2025-04-01 18:13:03,2025-04-02 10:39:30,54.83,11.22,89.51,7,42.92,6.13,10.31,NORMAL_EVENING
EV_99a7e140,ST011,2025-04-01 18:13:56,2025-04-02 06:52:42,42.66,25.31,90.5,7,27.81,3.97,8.67,NORMAL_EVENING
EV_d559cd5c,ST020,2025-04-01 18:14:05,2025-04-02 05:41:59,94.71,20.94,93.72,22,68.93,3.13,8.33,NORMAL_EVENING
EV_b843a569,ST019,2025-04-01 18:14:16,2025-04-02 06:16:51,54.25,45.42,93.82,7,26.26,3.75,8.29,NORMAL_EVENING
EV_1767f194,ST002,2025-04-01 18:15:04,2025-04-02 05:46:56,36.2,24.8,90.58,7,23.82,3.4,8.13,NORMAL_EVENING
EV_db552889,ST007,2025-04-01 18:15:50,2025-04-02 05:19:22,99.79,55.08,97.46,50,42.29,0.85,10.21,NORMAL_EVENING
EV_7ba9e732,ST017,2025-04-01 18:15:53,2025-04-02 15:17:35,92.09,17.64,96.33,7,72.47,10.35,10.68,NORMAL_EVENING
EV_800cab6b,ST014,2025-04-01 18:16:24,2025-04-02 04:45:44,69.8,26.85,93.09,50,46.23,0.92,9.56,NORMAL_EVENING
EV_f29fb415,ST014,2025-04-01 18:16:28,2025-04-02 06:51:42,63.55,30.34,84.95,11,34.7,3.15,9.43,NORMAL_EVENING
EV_85249c12,ST014,2025-04-01 18:17:36,2025-04-02 07:32:52,94.58,18.21,92.67,50,70.43,1.41,11.85,NORMAL_EVENING
EV_be26e83e,ST005,2025-04-01 18:17:42,2025-04-02 06:44:55,52.23,49.44,85.67,11,18.93,1.72,10.73,NORMAL_EVENING
EV_e2f525f2,ST001,2025-04-01 18:18:19,2025-04-02 08:06:08,65.84,31.25,92.94,11,40.62,3.69,10.1,NORMAL_EVENING
EV_ad33da9a,ST002,2025-04-01 18:18:42,2025-04-02 15:00:02,83.75,23.19,98.96,7,63.45,9.06,11.62,NORMAL_EVENING
EV_0f2baa93,ST009,2025-04-01 18:18:54,2025-04-02 09:19:15,89.44,41.94,98.66,11,50.73,4.61,10.39,NORMAL_EVENING
EV_2c37cd74,ST020,2025-04-01 18:19:30,2025-04-02 09:12:15,87.85,38.15,80.39,7,37.11,5.3,9.58,NORMAL_EVENING
EV_0e294acd,ST015,2025-04-01 18:20:07,2025-04-02 10:13:36,70.7,50.74,95.07,7,31.34,4.48,11.41,NORMAL_EVENING
EV_7dfd13fd,ST019,2025-04-01 18:21:13,2025-04-02 07:16:46,65.06,37.76,88.91,11,33.28,3.03,9.9,NORMAL_EVENING
EV_16002fb1,ST005,2025-04-01 18:21:44,2025-04-02 06:23:23,48.87,17.7,91.6,11,36.11,3.28,8.74,NORMAL_EVENING
EV_04ec686c,ST005,2025-04-01 18:22:01,2025-04-02 06:31:04,59.33,58.28,91.47,7,19.69,2.81,9.34,NORMAL_EVENING
EV_442ac64c,ST013,2025-04-01 18:22:05,2025-04-02 09:49:22,46.6,29.56,89.96,7,28.14,4.02,11.43,NORMAL_EVENING
EV_487d9719,ST019,2025-04-01 18:22:15,2025-04-02 04:59:49,83.91,37.27,99.36,22,52.09,2.37,8.26,NORMAL_EVENING
EV_84aa0598,ST005,2025-04-01 18:22:43,2025-04-02 06:36:00,42.13,31.91,85.61,11,22.62,2.06,10.16,NORMAL_EVENING
EV_16c6438b,ST013,2025-04-01 18:22:54,2025-04-02 09:10:02,81.17,16.16,91.25,11,60.95,5.54,9.24,NORMAL_EVENING
EV_73524ea6,ST014,2025-04-01 18:23:25,2025-04-02 06:03:20,50.99,54.33,90.87,22,18.63,0.85,10.82,NORMAL_EVENING
EV_eb162a65,ST006,2025-04-01 18:23:28,2025-04-02 07:43:35,34.77,18.89,88.52,7,24.21,3.46,9.88,NORMAL_EVENING
EV_2507b4ba,ST015,2025-04-01 18:24:07,2025-04-02 08:49:09,80.55,27.5,84.01,11,45.52,4.14,10.28,NORMAL_EVENING
EV_e35bfe2d,ST020,2025-04-01 18:25:08,2025-04-02 09:20:54,64.11,44.06,88.18,7,28.28,4.04,10.89,NORMAL_EVENING
EV_61e00d76,ST011,2025-04-01 18:26:20,2025-04-02 09:00:39,64.16,19.43,85.3,11,42.26,3.84,10.73,NORMAL_EVENING
EV_d9e6768e,ST011,2025-04-01 18:26:34,2025-04-02 09:39:05,62.02,41.86,83.87,7,26.06,3.72,11.49,NORMAL_EVENING
EV_8dcce7a6,ST008,2025-04-01 18:27:22,2025-04-02 13:06:53,81.74,33.2,98.86,7,53.67,7.67,10.99,NORMAL_EVENING
EV_6297202f,ST019,2025-04-01 18:27:38,2025-04-02 06:17:05,73.37,29.86,81.53,11,37.91,3.45,8.38,NORMAL_EVENING
EV_5cbff308,ST007,2025-04-01 18:27:53,2025-04-02 06:53:09,46.28,41.55,80.25,11,17.91,1.63,10.79,NORMAL_EVENING
EV_feacf389,ST008,2025-04-01 18:28:17,2025-04-02 09:15:01,99.25,42.58,83.02,11,40.14,3.65,11.13,NORMAL_EVENING
EV_cbe42099,ST005,2025-04-01 18:28:31,2025-04-02 13:03:26,72.62,13.2,81.49,7,49.59,7.08,11.5,NORMAL_EVENING
EV_fd045f5b,ST001,2025-04-01 18:28:35,2025-04-02 04:18:48,34.42,47.82,82.75,22,12.03,0.55,9.29,NORMAL_EVENING
EV_cc1d00f9,ST007,2025-04-01 18:28:37,2025-04-02 11:15:32,82.31,38.01,89.12,7,42.07,6.01,10.77,NORMAL_EVENING
EV_4a5e7e1a,ST017,2025-04-01 18:28:42,2025-04-02 06:24:51,60.15,28.31,89.69,11,36.92,3.36,8.58,NORMAL_EVENING
EV_51de83d2,ST019,2025-04-01 18:29:14,2025-04-02 08:40:41,51.76,37.67,89.81,11,26.98,2.45,11.74,NORMAL_EVENING
EV_58999c01,ST006,2025-04-01 18:30:03,2025-04-02 13:07:36,83.84,17.88,84.13,7,55.55,7.94,10.69,NORMAL_EVENING
EV_3d553f34,ST014,2025-04-01 18:30:06,2025-04-02 08:10:51,56.33,27.14,90.96,11,35.95,3.27,10.41,NORMAL_EVENING
EV_3c380ff8,ST003,2025-04-01 18:30:18,2025-04-02 08:32:58,80.7,51.11,91.13,11,32.29,2.94,11.11,NORMAL_EVENING
EV_7d4cd93c,ST004,2025-04-01 18:30:19,2025-04-02 05:26:14,92.24,20.22,82.08,50,57.05,1.14,9.79,NORMAL_EVENING
EV_3cfc8771,ST003,2025-04-01 18:30:47,2025-04-02 11:58:54,87.85,21.04,96.51,11,66.3,6.03,11.44,NORMAL_EVENING
EV_8daacb50,ST002,2025-04-01 18:30:50,2025-04-02 05:27:22,45.01,20.26,86.12,50,29.64,0.59,10.35,NORMAL_EVENING
EV_eb0df8ef,ST009,2025-04-01 18:30:58,2025-04-02 03:55:04,34.01,22.66,85.25,22,21.28,0.97,8.43,NORMAL_EVENING
EV_c4673e05,ST005,2025-04-01 18:31:33,2025-04-02 06:48:45,51.59,47.69,95.03,22,24.42,1.11,11.18,NORMAL_EVENING
EV_7bddd8ac,ST010,2025-04-01 18:32:18,2025-04-02 06:03:29,35.01,54.88,90.85,7,12.59,1.8,9.72,NORMAL_EVENING
EV_f4b4517e,ST016,2025-04-01 18:32:50,2025-04-02 07:00:39,40.96,35.81,90.73,11,22.49,2.04,10.42,NORMAL_EVENING
EV_8b03ce10,ST012,2025-04-01 18:33:33,2025-04-02 08:10:50,78.43,22.73,99.44,22,60.16,2.73,10.89,NORMAL_EVENING
EV_78ad7716,ST014,2025-04-01 18:33:37,2025-04-02 07:59:38,65.86,26.63,91.72,22,42.87,1.95,11.49,NORMAL_EVENING
EV_390be796,ST012,2025-04-01 18:33:56,2025-04-02 04:13:53,66.8,36.98,88.03,22,34.1,1.55,8.12,NORMAL_EVENING
EV_3e52c04c,ST014,2025-04-01 18:34:19,2025-04-02 06:56:26,52.38,51.67,89.09,7,19.6,2.8,9.57,NORMAL_EVENING
EV_c8b242a5,ST009,2025-04-01 18:34:32,2025-04-02 06:20:58,57.65,28.13,86.86,11,33.85,3.08,8.7,NORMAL_EVENING
EV_43e1c1e1,ST014,2025-04-01 18:34:40,2025-04-02 08:46:39,56.32,11.32,84.4,11,41.16,3.74,10.46,NORMAL_EVENING
EV_cae97dfd,ST011,2025-04-01 18:35:02,2025-04-02 03:22:16,50.65,59.27,93.33,22,17.26,0.78,8.0,NORMAL_EVENING
EV_ada24ba7,ST006,2025-04-01 18:37:16,2025-04-02 12:29:38,88.08,27.75,90.38,7,55.16,7.88,9.99,NORMAL_EVENING
EV_76b25ba2,ST011,2025-04-01 18:37:26,2025-04-02 06:08:33,32.66,31.78,85.64,11,17.59,1.6,9.92,NORMAL_EVENING
EV_3e219131,ST004,2025-04-01 18:37:36,2025-04-02 11:25:51,43.3,10.19,98.49,7,38.24,5.46,11.34,NORMAL_EVENING
EV_e55de55c,ST006,2025-04-01 18:37:48,2025-04-02 10:28:57,68.68,15.33,85.19,7,47.98,6.85,9.0,NORMAL_EVENING
EV_7709f575,ST012,2025-04-01 18:38:02,2025-04-02 08:40:11,83.95,44.31,82.0,7,31.64,4.52,9.52,NORMAL_EVENING
EV_d82ccbf9,ST007,2025-04-01 18:38:22,2025-04-02 06:25:48,86.9,59.08,87.09,11,24.34,2.21,9.58,NORMAL_EVENING
EV_47739ccf,ST012,2025-04-01 18:38:33,2025-04-02 04:53:16,34.2,47.26,92.25,7,15.39,2.2,8.05,NORMAL_EVENING
EV_b4af6c57,ST019,2025-04-01 18:38:41,2025-04-02 07:02:12,98.02,21.86,92.29,50,69.04,1.38,11.01,NORMAL_EVENING
EV_e8df34ad,ST011,2025-04-01 18:38:53,2025-04-02 06:08:21,46.07,37.69,88.09,7,23.22,3.32,8.17,NORMAL_EVENING
EV_0d04cc8a,ST011,2025-04-01 18:39:43,2025-04-02 10:42:36,90.97,15.52,90.24,11,67.97,6.18,9.87,NORMAL_EVENING
EV_24d9c914,ST017,2025-04-01 18:39:48,2025-04-02 10:37:14,64.9,18.67,88.96,7,45.62,6.52,9.44,NORMAL_EVENING
EV_a6da8d86,ST008,2025-04-01 18:40:34,2025-04-02 10:21:17,80.8,12.57,82.58,11,56.56,5.14,10.54,NORMAL_EVENING
EV_73541982,ST008,2025-04-01 18:40:37,2025-04-02 07:31:49,34.29,25.16,99.73,7,25.57,3.65,9.2,NORMAL_EVENING
EV_d8848483,ST007,2025-04-01 18:40:39,2025-04-02 08:10:19,48.02,25.6,82.36,7,27.26,3.89,9.6,NORMAL_EVENING
EV_3cfa9ac7,ST006,2025-04-01 18:41:52,2025-04-02 07:44:36,55.62,41.45,96.79,11,30.78,2.8,10.25,NORMAL_EVENING
EV_4c398eeb,ST014,2025-04-01 18:43:24,2025-04-02 05:47:23,53.7,12.52,93.69,22,43.6,1.98,9.08,NORMAL_EVENING
EV_5cf33a2e,ST016,2025-04-01 18:43:31,2025-04-02 10:01:53,46.27,33.89,94.87,7,28.21,4.03,11.28,NORMAL_EVENING
EV_44fa21b4,ST006,2025-04-01 18:43:50,2025-04-02 07:03:58,55.81,10.99,85.64,11,41.66,3.79,8.55,NORMAL_EVENING
EV_351e0d43,ST020,2025-04-01 18:43:56,2025-04-02 06:52:09,62.47,42.48,84.67,11,26.36,2.4,9.74,NORMAL_EVENING
EV_cc1a39b5,ST015,2025-04-01 18:44:33,2025-04-02 13:43:07,83.73,18.35,91.93,7,61.6,8.8,10.18,NORMAL_EVENING
EV_9ac76c39,ST014,2025-04-01 18:44:43,2025-04-02 03:43:13,38.35,55.14,90.96,22,13.73,0.62,8.35,NORMAL_EVENING
EV_807bd046,ST019,2025-04-01 18:44:49,2025-04-02 14:45:00,95.81,26.21,96.21,7,67.07,9.58,10.42,NORMAL_EVENING
EV_c50c2b8f,ST004,2025-04-01 18:44:53,2025-04-02 13:17:42,90.09,17.78,81.91,7,57.78,8.25,10.29,NORMAL_EVENING
EV_049b7705,ST015,2025-04-01 18:46:08,2025-04-02 06:55:48,84.28,42.11,80.34,11,32.22,2.93,9.23,NORMAL_EVENING
EV_52133d98,ST018,2025-04-01 18:46:21,2025-04-02 05:42:54,46.6,43.72,90.5,11,21.8,1.98,8.96,NORMAL_EVENING
EV_07c2979d,ST018,2025-04-01 18:46:37,2025-04-02 11:18:04,65.63,25.21,85.53,7,39.59,5.66,10.87,NORMAL_EVENING
EV_d5b8fdee,ST003,2025-04-01 18:46:42,2025-04-02 09:23:01,36.21,19.54,80.0,7,21.9,3.13,11.48,NORMAL_EVENING
EV_64539888,ST020,2025-04-01 18:47:02,2025-04-02 06:59:54,67.64,48.05,85.79,11,25.53,2.32,9.89,NORMAL_EVENING
EV_fa9dea2f,ST011,2025-04-01 18:47:19,2025-04-02 09:04:54,79.55,50.86,97.7,11,37.26,3.39,10.91,NORMAL_EVENING
EV_f867510f,ST001,2025-04-01 18:47:38,2025-04-02 03:31:26,70.75,38.85,84.33,50,32.17,0.64,8.09,NORMAL_EVENING
EV_0d4d3861,ST019,2025-04-01 18:47:47,2025-04-02 09:13:51,36.87,20.77,89.71,7,25.42,3.63,10.8,NORMAL_EVENING
EV_e031df5a,ST006,2025-04-01 18:47:47,2025-04-02 03:45:22,36.64,56.45,89.94,22,12.27,0.56,8.4,NORMAL_EVENING
EV_335a0d9e,ST001,2025-04-01 18:47:48,2025-04-02 11:36:25,68.86,18.85,84.74,7,45.37,6.48,10.33,NORMAL_EVENING
EV_f0e7c9a4,ST019,2025-04-01 18:47:49,2025-04-02 07:38:36,40.1,46.1,97.39,7,20.56,2.94,9.91,NORMAL_EVENING
EV_dc7bdd2d,ST019,2025-04-01 18:47:52,2025-04-02 09:21:26,77.29,50.54,98.4,7,36.99,5.28,9.27,NORMAL_EVENING
EV_c98f2096,ST018,2025-04-01 18:48:19,2025-04-02 08:28:49,52.58,16.2,90.33,22,38.97,1.77,11.9,NORMAL_EVENING
EV_f1f914a2,ST014,2025-04-01 18:48:24,2025-04-02 06:09:30,62.17,55.52,99.06,11,27.07,2.46,8.89,NORMAL_EVENING
EV_1d1cd9e2,ST020,2025-04-01 18:48:41,2025-04-02 08:10:47,58.49,26.89,84.66,7,33.79,4.83,8.54,NORMAL_EVENING
EV_2c63eb71,ST012,2025-04-01 18:48:55,2025-04-02 08:00:39,79.58,54.74,97.74,7,34.22,4.89,8.31,NORMAL_EVENING
EV_1c2a9943,ST016,2025-04-01 18:49:51,2025-04-02 11:40:27,96.92,28.36,83.21,7,53.16,7.59,9.25,NORMAL_EVENING
EV_c1e94e67,ST018,2025-04-01 18:52:33,2025-04-02 04:45:24,88.95,14.64,99.97,50,75.9,1.52,8.36,NORMAL_EVENING
EV_53f3be31,ST009,2025-04-01 18:52:59,2025-04-02 09:05:54,69.46,28.7,80.73,7,36.15,5.16,9.05,NORMAL_EVENING
EV_20154a78,ST019,2025-04-01 18:53:23,2025-04-02 07:31:13,76.76,37.5,96.19,22,45.05,2.05,10.58,NORMAL_EVENING
EV_5c05379f,ST010,2025-04-01 18:53:25,2025-04-02 06:14:34,39.54,15.92,87.98,22,28.49,1.3,10.06,NORMAL_EVENING
EV_aa19ad48,ST019,2025-04-01 18:53:47,2025-04-02 07:28:59,35.8,55.82,88.47,11,11.69,1.06,11.52,NORMAL_EVENING
EV_01973b9f,ST014,2025-04-01 18:54:07,2025-04-02 10:31:44,63.26,39.36,97.12,7,36.54,5.22,10.41,NORMAL_EVENING
EV_8c4536fa,ST019,2025-04-01 18:54:18,2025-04-02 05:44:02,30.92,14.28,84.56,22,21.73,0.99,9.84,NORMAL_EVENING
EV_120c94a9,ST015,2025-04-01 18:54:24,2025-04-02 04:51:10,50.87,14.26,95.04,22,41.09,1.87,8.08,NORMAL_EVENING
EV_5bc82308,ST012,2025-04-01 18:54:34,2025-04-02 07:51:36,36.9,38.65,88.44,7,18.37,2.62,10.33,NORMAL_EVENING
EV_28790590,ST007,2025-04-01 18:55:16,2025-04-02 04:45:14,42.44,56.06,89.56,50,14.22,0.28,9.55,NORMAL_EVENING
EV_43f4d4c8,ST020,2025-04-01 18:55:23,2025-04-02 11:48:00,77.69,16.49,86.15,11,54.12,4.92,11.96,NORMAL_EVENING
EV_abb19694,ST016,2025-04-01 18:56:29,2025-04-02 14:57:45,80.01,15.47,97.79,7,65.87,9.41,10.61,NORMAL_EVENING
EV_f20ef105,ST014,2025-04-01 18:57:54,2025-04-02 13:46:42,91.65,28.0,85.7,7,52.87,7.55,11.26,NORMAL_EVENING
EV_2cc6a480,ST011,2025-04-01 18:58:22,2025-04-02 09:36:45,79.07,29.02,89.31,11,47.67,4.33,10.31,NORMAL_EVENING
EV_875ee6e9,ST017,2025-04-01 18:58:36,2025-04-02 12:16:14,87.12,27.58,91.39,7,55.59,7.94,9.35,NORMAL_EVENING
EV_cdbddd7d,ST008,2025-04-01 18:59:03,2025-04-02 08:09:11,40.78,22.22,86.3,11,26.13,2.38,10.79,NORMAL_EVENING
EV_2c497ff9,ST017,2025-04-01 18:59:23,2025-04-02 08:31:33,84.55,31.92,94.12,11,52.59,4.78,8.76,NORMAL_EVENING
EV_1a128823,ST019,2025-04-01 18:59:36,2025-04-02 06:54:36,58.62,24.91,87.05,22,36.43,1.66,10.26,NORMAL_EVENING
EV_ee22c560,ST017,2025-04-01 18:59:46,2025-04-02 08:35:52,48.54,40.69,81.19,7,19.66,2.81,10.79,NORMAL_EVENING
EV_094a0383,ST007,2025-04-01 19:00:44,2025-04-02 05:16:06,44.03,37.69,80.07,11,18.66,1.7,8.56,NORMAL_EVENING
EV_406355ac,ST013,2025-04-01 19:02:07,2025-04-02 11:58:40,79.26,49.01,98.2,7,38.99,5.57,11.37,NORMAL_EVENING
EV_246f0482,ST009,2025-04-01 19:02:31,2025-04-02 04:34:06,33.8,14.87,99.36,22,28.56,1.3,8.23,NORMAL_EVENING
EV_110fdae9,ST014,2025-04-01 19:02:53,2025-04-02 06:39:21,51.9,59.79,81.13,7,11.08,1.58,10.03,NORMAL_EVENING
EV_55005aaa,ST019,2025-04-01 19:03:13,2025-04-02 04:43:53,96.55,33.59,85.09,50,49.72,0.99,8.68,NORMAL_EVENING
EV_af607fec,ST012,2025-04-01 19:03:37,2025-04-02 06:17:18,35.16,40.01,95.84,7,19.63,2.8,8.42,NORMAL_EVENING
EV_164298e8,ST007,2025-04-01 19:04:54,2025-04-02 11:37:08,68.73,33.83,92.67,7,40.44,5.78,10.76,NORMAL_EVENING
EV_51b3d309,ST014,2025-04-01 19:05:12,2025-04-02 06:17:19,98.83,55.78,89.85,50,33.67,0.67,10.53,NORMAL_EVENING
EV_d7297ba6,ST020,2025-04-01 19:05:18,2025-04-02 13:12:29,74.61,29.15,94.96,7,49.1,7.01,11.11,NORMAL_EVENING
